"Time","mqtt.meshlium3d4c.FARM1.BAT.value.mean","mqtt.meshlium3d4c.FARM1.CH4.value.mean","mqtt.meshlium3d4c.FARM1.CO.value.mean","mqtt.meshlium3d4c.FARM1.HUM.value.mean","mqtt.meshlium3d4c.FARM1.NH3.value.mean","mqtt.meshlium3d4c.FARM1.PM1.value.mean","mqtt.meshlium3d4c.FARM1.PM10.value.mean","mqtt.meshlium3d4c.FARM1.PM2_5.value.mean","mqtt.meshlium3d4c.FARM1.PRES.value.mean","mqtt.meshlium3d4c.FARM1.TC.value.mean"
2021-02-04 16:18:00,89,0,0.45,29.5,0,1.62,7.66,3.93,100225.97,24.58
2021-02-04 16:21:00,89,0,0.46,29.5,0,1.67,6.12,4.3,100229.58,24.56
2021-02-04 16:24:00,89,0,0.45,29.51,0,1.7,5.93,3.66,100228.87,24.54
2021-02-04 16:27:00,89,0,0.46,29.52,0,1.82,2.51,2.35,100235.12,24.53
2021-02-04 16:30:00,89,0,0.45499999999999996,29.595,0,1.54,3.7099999999999995,2.81,100240.98000000001,24.52
2021-02-04 16:33:00,89,0,0.48,29.86,0,1.6939999999999997,2.282,2.154,100245.9,24.5
2021-02-04 16:36:00,89,0,0.45,29.61,0,1.745,3.2449999999999997,2.865,100248.53,24.49
2021-02-04 16:51:00,88,0,0.38000000000000006,29.98,0,2.08,5.59,3.9,100259.47000000002,24.426666666666666
2021-02-04 16:54:00,88,0,0.43,29.52,0,2.05,6.26,3.46,100270.42,24.42
2021-02-04 16:57:00,88,0,0.43,29.77,0,1.73,3.27,2.91,100281.94,24.42
2021-02-04 17:00:00,88,0,0.47,29.78,0,1.85,2.2,2.17,100292.49,24.4
2021-02-04 17:18:00,95,0,0.4466666666666667,30.099999999999998,0,2.15,3.33,3.09,100303.30333333333,24.333333333333332
2021-02-04 17:42:00,97,0,0.4466666666666667,30.146666666666665,0,1.91,4.94,2.69,100314.23999999999,24.293333333333333
2021-02-04 17:45:00,98,0,0.49,30.21,0,2.04,32.65,2.39,100307.52,24.29
2021-02-04 17:48:00,98,0,0.54,30.24,0,2.18,3.67,3.41,100317.25,24.29
2021-02-04 17:51:00,98,0,0.53,30.23,0,2.02,2.2,2.2,100310.16,24.29
2021-02-04 17:54:00,98,0,0.5366666666666667,30.163333333333338,0,1.58,1.6900000000000002,1.6900000000000002,100323.15333333332,24.27
2021-02-04 17:57:00,98,0,0.53,30.27,0,1.8099999999999998,1.93,1.93,100316.77333333333,24.27
2021-02-04 18:00:00,98,0,0.54,30.32,0,1.906,10.084,2.534,100318.2,24.26
2021-02-04 18:03:00,98.75,0,0.55,30.5,0,2.0275000000000003,12.7375,3.1025,100315.69,24.25
2021-02-04 18:06:00,99,0,0.54,30.35,0,1.63,2.97,2.32,100312.11,24.26
2021-02-04 18:09:00,99,0,0.56,30.2,0,1.9400000000000002,2.34,2.31,100312.23,24.24
2021-02-04 18:12:00,100,0,0.55,30.36,0,2.21,3.03,2.9500000000000006,100319.3,24.24
2021-02-04 18:15:00,99,0,0.53,30.424999999999997,0,1.66,1.72,1.72,100328.59,24.24
2021-02-04 18:18:00,99.25,0,0.55,30.39,0,1.7275,2.3674999999999997,2.1449999999999996,100335.25,24.23
2021-02-04 18:21:00,100,0,0.54,30.42,0,1.8220000000000003,2.684,2.3400000000000003,100337.03,24.23
2021-02-04 18:24:00,100,0,0.53,30.42,0,1.8999999999999997,2.9,2.7000000000000006,100346.77,24.22
2021-02-04 18:27:00,100,0,0.54,30.53,0,1.7299999999999998,1.8999999999999997,1.89,100335.38,24.22
2021-02-04 18:30:00,100,0,0.52,30.74,0,1.8999999999999997,3.53,2.7099999999999995,100345.92,24.21
2021-02-04 18:33:00,100,0,0.5433333333333333,30.396666666666665,0,1.47,1.63,1.63,100343.98,24.209999999999997
2021-02-04 18:36:00,100,0,0.55,30.403333333333332,0,1.64,13.46,2.48,100346.92666666665,24.19666666666667
2021-02-04 18:39:00,100,0,0.55,30.5,0,1.6640000000000001,2.206,2.096,100353.11,24.19
2021-02-04 18:42:00,100,0,0.53,30.7,0,1.8275,3.1225,2.5475,100358.38,24.19
2021-02-04 18:45:00,100,0,0.51,30.44,0,1.71,1.9400000000000002,1.93,100348.81,24.19
2021-02-04 18:48:00,100,0,0.52,30.66,0,1.42,2.12,1.95,100355.87,24.19
2021-02-04 18:51:00,100,0,0.56,30.55,0,1.74,11.57,4.16,100360.3,24.17
2021-02-04 18:54:00,100,0,0.52,30.675,0,1.91,4.07,3.18,100380.55,24.175
2021-02-04 18:57:00,100,0,0.51,30.6,0,1.5259999999999998,2.068,1.9740000000000002,100372.66,24.16
2021-02-04 19:00:00,100,0,0.51,30.51,0,1.8275,7.045,2.715,100392.05,24.17
2021-02-04 19:03:00,100,0,0.55,30.6,0,1.4400000000000002,3.36,2.49,100395.66,24.16
2021-02-04 19:06:00,100,0,0.52,30.37,0,1.6000000000000003,3.25,2.51,100394,24.16
2021-02-04 19:09:00,100,0,0.51,30.6,0,1.4400000000000002,1.79,1.7700000000000002,100385.12,24.15
2021-02-04 19:24:00,96,0,0.45,30.51,0,1.57,1.71,1.71,100397.7,24.11
2021-02-04 19:33:00,96,0,0.48,30.66,0,1.65,4.1,3.07,100408.37,24.12
2021-02-04 19:36:00,96,0,0.5,30.67,0,1.56,1.9,1.87,100411.85,24.1
2021-02-04 19:48:00,96,0,0.42,30.87,0,1.67,2.8,2.58,100425.28,24.08
2021-02-04 19:51:00,95,0,0.47666666666666674,30.843333333333334,0,1.31,1.59,1.56,100432.02666666667,24.070000000000004
2021-02-04 19:54:00,95,0,0.4766666666666666,30.75666666666667,0,1.8,5.85,4.37,100423.23999999999,24.070000000000004
2021-02-04 19:57:00,95,0,0.41,30.67,0,1.7700000000000002,16.11,2.46,100424.44,24.06
2021-02-04 20:24:00,94,0,0.4366666666666667,30.736666666666668,0,1.3999999999999997,1.7,1.68,100467.88333333335,24.02
2021-02-04 20:39:00,93,0,0.38,30.88,0,1.33,1.37,1.37,100466.37,24
2021-02-04 20:54:00,93,0,0.43,30.75,0,1.61,2.57,2.37,100478.73,23.99
2021-02-04 20:57:00,93,0,0.435,30.740000000000002,0,1.14,2.49,1.86,100491.05500000001,23.975
2021-02-04 21:00:00,93,0,0.49,30.72,0,1.39,1.57,1.5599999999999998,100491.91,23.98
2021-02-04 21:54:00,90,0,0.445,30.474999999999998,0,1.36,1.6900000000000002,1.66,100549.01000000001,23.93
2021-02-04 22:03:00,90,0,0.425,30.479999999999997,0,1.42,1.72,1.69,100567.50499999999,23.91
2021-02-04 22:21:00,89,0,0.39,30.54,0,1.26,1.89,1.72,100581.22,23.9
2021-02-04 22:24:00,89,0,0.43,30.31,0,1.37,1.48,1.48,100593.55,23.9
2021-02-04 22:57:00,88,0,0.39499999999999996,30.145,0,1.05,1.11,1.11,100623.375,23.854999999999997
2021-02-04 23:00:00,88,0,0.43,30.23,0,1.236,1.3439999999999999,1.34,100639.67,23.85
2021-02-04 23:03:00,88,0,0.44,30.33,0,1.32,1.4625000000000001,1.4525000000000001,100637.03,23.84
2021-02-04 23:06:00,88,0,0.43,30.4,0,1.32,2.25,2.04,100635.33,23.84
2021-02-04 23:09:00,88,0,0.44,30.39,0,1.13,1.21,1.21,100637.03,23.84
2021-02-04 23:12:00,88,0,0.44,30.36,0,1.28,1.57,1.54,100651.99,23.84
2021-02-04 23:15:00,88,0,0.43,30.363333333333333,0,1.3999999999999997,1.8,1.7700000000000002,100642.36,23.83
2021-02-04 23:18:00,93,0,0.42333333333333334,30.350000000000005,0,1.1824999999999999,2.4,1.8125,100657.06,23.823333333333334
2021-02-04 23:21:00,93.5,0,0.42,30.56,0,1.3050000000000002,1.515,1.4949999999999999,100652.11,23.82
2021-02-04 23:24:00,94.75,0,0.43,30.47,0,1.1949999999999998,1.5975,1.5675000000000003,100655.71,23.81
2021-02-04 23:27:00,95,0,0.43,30.33,0,1.21,1.32,1.32,100657.38,23.82
2021-02-04 23:30:00,95,0,0.44,30.33,0,1.18,1.24,1.24,100665.28,23.81
2021-02-04 23:33:00,95,0,0.42,30.29,0,1.3,1.38,1.38,100668.03,23.81
2021-02-04 23:36:00,96,0,0.41000000000000003,30.3,0,1.42,1.55,1.55,100666.655,23.814999999999998
2021-02-04 23:39:00,96,0,0.45,30.1,0,1.1740000000000002,1.24,1.24,100665.4,23.81
2021-02-04 23:42:00,96,0,0.44,30.43,0,1.2325,1.4575000000000002,1.435,100684.69,23.81
2021-02-04 23:45:00,96,0,0.43,30.21,0,1.27,1.38,1.38,100676.78,23.81
2021-02-04 23:48:00,97,0,0.44,30.19,0,1.15,1.27,1.27,100671.52,23.81
2021-02-04 23:51:00,97,0,0.43,30.18,0,1.26,1.38,1.38,100674.16,23.81
2021-02-04 23:54:00,97,0,0.4066666666666667,30.233333333333334,0,1.22,1.3500000000000003,1.3500000000000003,100681.12,23.813333333333333
2021-02-04 23:57:00,98,0,0.41333333333333333,30.133333333333336,0,1.27,1.68,1.6499999999999997,100681.76000000001,23.820000000000004
2021-02-05 00:00:00,98,0,0.43,30.32,0,1.212,1.4460000000000002,1.428,100689.96,23.81
2021-02-05 00:03:00,98,0,0.43,30.17,0,1.2374999999999998,1.5150000000000001,1.485,100684.69,23.81
2021-02-05 00:06:00,98,0,0.4,30.09,0,1.14,1.24,1.24,100689.96,23.81
2021-02-05 00:09:00,98,0,0.42,30.49,0,1.2,1.4799999999999998,1.46,100682.88,23.82
2021-02-05 00:12:00,98,0,0.41,30.03,0,0.98,1.01,1.01,100682.05,23.81
2021-02-05 00:15:00,99,0,0.395,29.965000000000003,0,1.14,1.26,1.26,100696.955,23.815
2021-02-05 00:18:00,99,0,0.42,29.99,0,1.062,1.1640000000000001,1.1600000000000001,100696.16,23.81
2021-02-05 00:21:00,99,0,0.4,29.9,0,1.26,1.5525000000000002,1.5275,100688.27,23.81
2021-02-05 00:24:00,100,0,0.39,29.93,0,1.15,1.83,1.64,100701.44,23.81
2021-02-05 00:27:00,100,0,0.41,29.94,0,1.09,1.16,1.16,100705.89,23.8
2021-02-05 00:30:00,100,0,0.4,29.77,0,1.12,1.17,1.17,100713.79,23.8
2021-02-05 00:33:00,100,0,0.3866666666666667,29.94,0,1.27,1.3500000000000003,1.3500000000000003,100712.65666666666,23.796666666666667
2021-02-05 00:36:00,100,0,0.3866666666666667,29.92,0,1.1225,1.9175,1.3925,100715.05666666669,23.78333333333333
2021-02-05 00:39:00,100,0,0.4,29.54,0,1.08,2.565,1.5099999999999998,100713.05,23.79
2021-02-05 00:42:00,100,0,0.37,29.73,0,1.13,1.29,1.28,100707.78,23.78
2021-02-05 00:45:00,100,0,0.38,29.89,0,1.26,1.61,1.58,100717.36,23.79
2021-02-05 00:48:00,100,0,0.39,30.03,0,1.22,2.9,2.11,100712.2,23.77
2021-02-05 00:51:00,100,0,0.39666666666666667,29.686666666666667,0,1.29,1.39,1.39,100720.39333333333,23.776666666666667
2021-02-05 00:54:00,100,0,0.4033333333333333,29.893333333333334,0,1.47,1.57,1.57,100737.95333333332,23.77
2021-02-05 00:57:00,100,0,0.37,29.85,0,1.3359999999999999,1.6400000000000001,1.6179999999999999,100740.37,23.77
2021-02-05 01:00:00,100,0,0.39,29.89,0,1.3266666666666667,1.5133333333333334,1.5099999999999998,100745.64,23.77
2021-02-05 01:21:00,100,0,0.31,29.79,0,1.4,1.46,1.46,100759.86,23.74
2021-02-05 01:45:00,96,0,0.31,29.76,0,1.23,1.52,1.5,100749.55,23.71
2021-02-05 01:48:00,96,0,0.35000000000000003,29.73,0,1.23,1.52,1.5,100760.56499999999,23.71
2021-02-05 01:54:00,96,0,0.2866666666666667,29.633333333333336,0,1.02,1.61,1.44,100756.74333333335,23.69333333333333
2021-02-05 01:57:00,96,0,0.34,29.72,0,1.02,1.61,1.44,100755.05,23.69
2021-02-05 02:09:00,95,0,0.32,29.68,0,1.22,1.38,1.37,100773.59,23.67
2021-02-05 02:18:00,95,0,0.3,29.8,0,1.22,1.31,1.31,100769.3,23.65
2021-02-05 02:21:00,95,0,0.33,29.61,0,1.045,1.1625,1.155,100780.77,23.65
2021-02-05 02:24:00,95,0,0.33,29.77,0,1.06,1.11,1.11,100779.09,23.64
2021-02-05 02:45:00,94,0,0.29,29.56,0,1.11,1.33,1.32,100808.29,23.61
2021-02-05 02:48:00,94,0,0.315,29.59,0,1.32,1.86,1.8,100800.45000000001,23.604999999999997
2021-02-05 03:03:00,93,0,0.2833333333333334,29.27,0,1.23,1.46,1.45,100816.89666666667,23.58
2021-02-05 03:06:00,93,0,0.3,29.51,0,1.21,1.3266666666666664,1.3233333333333333,100829.48,23.58
2021-02-05 03:09:00,93,0,0.34,29.91,0,0.89,0.96,0.96,100832.22,23.58
2021-02-05 03:12:00,93,0,0.33,29.29,0,1.22,1.32,1.32,100834.86,23.57
2021-02-05 03:15:00,93,0,0.35000000000000003,29.6,0,0.92,1.36,1.31,100824.375,23.58
2021-02-05 03:18:00,93,0,0.3,29.26,0,0.9700000000000001,1,1,100829.59,23.57
2021-02-05 03:21:00,93,0,0.33,29.88,0,1.02,1.08,1.08,100827.92,23.56
2021-02-05 03:36:00,92,0,0.32,29.62,0,1.1,1.34,1.32,100834.23,23.54
2021-02-05 03:39:00,91,0,0.3,29.4,0,1.42,2.39,2.16,100834.23,23.55
2021-02-05 03:45:00,91,0,0.2933333333333333,29.433333333333334,0,1.54,2.24,2.17,100845.64000000001,23.546666666666667
2021-02-05 03:54:00,90.5,0,0.32,29.14,0,1.245,1.71,1.61,100867.64,23.53
2021-02-05 04:27:00,89,0,0.34,29.28,0,1.1,1.36,1.33,100870.58,23.5
2021-02-05 04:42:00,89,0,0.37333333333333335,29.136666666666667,0,1.35,1.55,1.54,100883.81999999999,23.47666666666667
2021-02-05 04:45:00,89,0,0.4,29.13,0,1.06,1.38,1.35,100883.03,23.47
2021-02-05 05:15:00,88,0,0.44,29.02,0,1.315,1.5850000000000002,1.5650000000000002,100891.05,23.43
2021-02-05 05:18:00,88,0,0.47,29.24,0,1.25,1.32,1.32,100895.45,23.44
2021-02-05 05:54:00,96,0,0.435,29.064999999999998,0,1.29,1.41,1.41,100948.59,23.45
2021-02-05 05:57:00,97,0,0.46,28.98,0,1.54,1.94,1.91,100966.55,23.45
2021-02-05 06:18:00,98,0,0.42,28.824999999999996,0,1.48,1.81,1.8,100983.84,23.43
2021-02-05 06:33:00,99,0,0.43333333333333335,28.97,0,1.42,8.87,3.61,101009.43666666666,23.423333333333336
2021-02-05 06:39:00,100,0,0.43,29.23,0,1.41,29.86,5.34,101021.01,23.44
2021-02-05 06:42:00,100,0,0.49,29.3,0,1.67,13.81,2.54,101019.22,23.46
2021-02-05 07:21:00,100,0,0.63,28.87,0,2.36,10.81,5.89,101079.8,23.57
2021-02-05 07:24:00,100,0,0.68,28.993333333333336,0,2.07,10.56,4.03,101082.46333333333,23.570000000000004
2021-02-05 07:30:00,100,0,0.64,29.54,0,2.47,5.17,4.65,101089.48,23.57
2021-02-05 08:27:00,96,0,1.08,30.14,0,3.12,20.22,8.24,101128.47,24.41
2021-02-05 08:36:00,96,0,1.23,29.83,0,3.0549999999999997,11.87,6.34,101116.14,24.64
2021-02-05 08:39:00,96,0,1.23,29.42,0,3.09,10.46,7.02,101102.56,24.7
2021-02-05 08:48:00,95,0,1.03,29.01,0,2.85,39.76,5.94,101122.38,24.99
2021-02-05 08:57:00,95,0,1.03,29,0,3.02,12.87,7.78,101146.56,25.15
2021-02-05 09:12:00,95,0,0.94,27.93,0,2.21,12.38,6.01,101128.47,25.47
2021-02-05 10:24:00,93,0,0.9500000000000001,26.89333333333333,0,2.27,12.81,6.45,101146.31,27.319999999999997
2021-02-05 10:42:00,92,0,0.86,26.6,0,2.27,16.08,4.65,101149.77,27.63
2021-02-05 11:06:00,92,0,2.04,26.13,0,1.62,4.24,3.19,101110.33,27.49
2021-02-05 11:09:00,92,0,1.08,26.1,0,1.61,27.12,3.02,101111.54,27.45
2021-02-05 11:12:00,92,0,0.64,26.606666666666666,0,1.86,24.73,4.42,101111.95,27.400000000000002
2021-02-05 11:15:00,91,0,0.54,26.5,0,2.1566666666666667,30.886666666666667,6.53,101107.15,27.33
2021-02-05 11:18:00,91,0,0.47,26.81,0,2.03,62.78,7.33,101093.44,27.31
2021-02-05 11:30:00,90,0,0.5,27.185,0,1.63,2.11,2.08,101086.895,27.23
2021-02-05 11:33:00,90,0,0.49,27,0,1.54,6.75,2.8866666666666667,101078.03,27.24
2021-02-05 11:36:00,90,0,0.5,27.29,0,1.51,2.34,2.16,101076.36,27.22
2021-02-05 11:39:00,90,0,0.55,28.07,0,1.35,11.11,3.39,101083.33,27.23
2021-02-05 11:42:00,90,0,0.57,27.68,0,1.69,43.99,3.4,101078.16,27.22
2021-02-05 11:45:00,90,0,0.5,27.44,0,1.76,14.75,3.55,101080.12,27.2
2021-02-05 11:48:00,90,0,0.53,27.25,0,1.98,10.09,5.58,101082.99,27.16
2021-02-05 11:51:00,90,0,0.56,26.7,0,1.84,9.22,5.36,101074.48,27.13
2021-02-05 11:54:00,90,0,0.6,27.11,0,1.76,18.24,7.49,101080.98,27.09
2021-02-05 11:57:00,90,0,0.6,27.02,0,1.87,14.09,5.05,101087.52,27.05
2021-02-05 12:00:00,89,0,0.6,27.08,0,1.45,14.39,4.75,101079.11,27
2021-02-05 12:03:00,89,0,0.61,27.16,0,1.88,38.26,7.15,101053.86,26.96
2021-02-08 07:18:00,95,0,3.73,30.4,0,2.76,39.48,6.82,99727.54,23.03
2021-02-08 09:36:00,89,0,,,,1.61,2.57,2.38,,
2021-02-08 09:39:00,89,0,0.66,30.01,0,1.61,2.57,2.38,99628.6,23.29
2021-02-08 09:42:00,90,0,0.75,29.68,0,1.65,3.17,2.49,99618.07,23.31
2021-02-08 09:45:00,89,0,0.72,29.92,0,2.09,6.696666666666666,4.206666666666667,99594.38,23.31
2021-02-08 09:48:00,89,0,0.6,29.99,0,1.96,4.33,3.37,99580.28,23.31
2021-02-08 10:00:00,95,0,1.12,29.78,0,2.25,18.45,4.7,99516.83,23.34
2021-02-08 10:15:00,97,0,,,,2.07,38.78,5.96,,
2021-02-08 10:27:00,98,0,2.2,29.93,0,2.14,9.63,4.37,99491.88,23.39
2021-02-08 10:33:00,99,0,1.01,30.02,0,1.82,3.38,3.1,99446.84,23.41
2021-02-08 10:36:00,99,0,0.76,30.15,0,1.59,2.89,2.56,99423.98,23.43
2021-02-08 10:39:00,99,0,0.74,30.4,0,1.99,4.98,3.89,99423.98,23.42
2021-02-08 10:42:00,99,0,0.77,30.37,0,1.4,4.96,3.33,99426.48,23.44
2021-02-08 10:51:00,100,0,0.85,30.18,0,2.14,12.9,5.08,99396.39,23.47
2021-02-08 10:54:00,100,0,0.73,30.15,0,2.1,10.38,7.47,99396.39,23.45
2021-02-08 10:57:00,100,0,0.99,30.42,0,1.78,13.04,5.49,99391.27,23.45
2021-02-08 11:00:00,100,0,0.77,30.24,0,1.77,12.51,3.76,99390.32,23.45
2021-02-08 11:03:00,100,0,0.7,30.51,0,1.35,15.16,5.09,99398.22,23.45
2021-02-08 11:09:00,100,0,0.21,30.38,0,1.73,2.78,2.57,99355.11,23.46
2021-02-08 11:30:00,100,0,,,,1.75,26.54,3.85,,
2021-02-08 11:45:00,96,0,0.34,30.34,0,1.63,8.33,3.19,99270.28,23.53
2021-02-08 11:48:00,0,-1,-1,30.55,-1,0,0,0,99187.84,25.27
2021-02-08 11:57:00,96,0,0.27,30.47,0,2.22,11.16,7.14,99245.19,23.57
2021-02-08 12:06:00,0,-1,-1,30.22,-1,0,0,0,99131.03,25.15
2021-02-08 12:15:00,96,0,0.34,30.18,0,2.3,17.49,6.86,99193.58,23.65
2021-02-08 12:24:00,48,-0.5,-0.38,30.5,-0.5,1.185,17.315,2.245,99142.06,24.415
2021-02-08 12:45:00,96,0,0.35,30.38,0,2.1,18.56,4.15,99142.28,23.69
2021-02-08 13:03:00,96,0,0.39,30.66,0,2.18,36.59,4.57,99086.55,23.57
2021-02-08 13:21:00,96,0,0.35,30.54,0,2.58,15.55,6,99064.27,23.51
2021-02-08 13:39:00,96,0,0.32,31.02,0,1.99,14.39,2.46,99048.78,23.47
2021-02-08 14:00:00,96,0,0.3,30.72,0,2.07,2.26,2.25,99032.49,23.44
2021-02-08 14:18:00,95,0,0.29,30.73,0,2.13,3.88,3.01,99012.7,23.41
2021-02-08 14:36:00,96,0,0.29,30.95,0,2.3,6.22,3.62,98973.38,23.39
2021-02-08 14:54:00,95,0,0.27,30.96,0,2.37,4.47,3.61,98943.63,23.38
2021-02-08 15:15:00,95,0,0.28,31.54,0,1.85,6,4.22,98969.56,23.33
2021-02-08 15:33:00,95,0,0.29,31.03,0,2.04,4.5,3.92,98946.66,23.25
2021-02-08 15:51:00,95,0,0.24,31.2,0,1.86,7.06,3.71,98922.73,23.19
2021-02-08 16:09:00,95,0,0.26,31.04,0,2.04,4.22,3.38,98905.58,23.15
2021-02-08 16:15:00,88,0,0.05,29.69,0,2.12,8.12,3.46,98913.08,23.22
2021-02-08 16:30:00,95,0,0.27,31.51,0,1.98,4.1,3.17,98861.32,23.11
2021-02-08 16:48:00,95,0,0.28,31.33,0,1.96,2.1,2.1,98856.06,23.1
2021-02-08 17:06:00,95,0,0.29,31.42,0,2.67,3.01,3,98842.91,23.09
2021-02-08 17:24:00,94,0,0.28,31.45,0,2.65,3.44,3.37,98844.21,23.06
2021-02-08 17:42:00,95,0,0.28,,0,2.57,3.55,3.34,,
2021-02-08 18:03:00,94,0,0.3,31.67,0,2.14,10.42,3.95,98837.59,23.02
2021-02-08 18:21:00,94,0,0.3,31.79,0,2.25,3.05,2.98,98833.33,23.01
2021-02-08 18:39:00,94,0,0.32,31.85,0,2.09,2.43,2.41,98843.01,23.01
2021-02-08 18:57:00,94,0,0.3,,0,2.22,2.45,2.45,,
2021-02-08 19:18:00,93,0,0.34,31.88,0,1.87,2,2,98804.39,23.02
2021-02-08 19:36:00,93,0,0.39,31.65,0,2.08,2.86,2.68,98793.19,22.99
2021-02-08 19:54:00,93,0,0.35,31.79,0,1.83,2.02,2.02,98792.7,22.97
2021-02-08 20:12:00,93,0,0.36,,0,2.2,2.41,2.41,,
2021-02-08 20:18:00,89,0,0.19,30.2,0,2.01,2.35,2.33,98823.52,23.07
2021-02-08 20:33:00,93,0,0.38,32.01,0,2.48,3.09,3.04,98828.69,22.95
2021-02-08 20:51:00,93,0,0.39,32.01,0,1.86,2.44,2.29,98890.16,22.93
2021-02-08 21:09:00,93,0,0.42,31.67,0,2.31,2.55,2.55,98927.28,22.92
2021-02-08 21:27:00,93,0,0.42,,0,2.6,3.17,3.11,,
2021-02-08 21:48:00,93,0,0.41,31.8,0,2.51,2.64,2.64,98976.57,22.9
2021-02-08 22:06:00,93,0,0.43,31.77,0,2.22,2.42,2.41,99021.27,22.89
2021-02-08 22:24:00,93,0,0.43,31.69,0,2.73,3.59,3.4,99013.53,22.88
2021-02-08 22:42:00,93,0,0.4,31.81,0,2.25,3.62,2.92,99037.35,22.88
2021-02-08 23:03:00,93,0,0.38,31.78,0,2.6,2.79,2.79,99092.43,22.88
2021-02-08 23:21:00,93,0,0.38,31.84,0,2.27,3.34,3.15,99114.45,22.88
2021-02-08 23:24:00,89,0,0.17,30.42,0,2.47,2.68,2.68,99133.48,22.96
2021-02-08 23:39:00,92,0,0.33,31.87,0,2.7,2.93,2.93,99141.55,22.88
2021-02-08 23:57:00,92,0,0.32,31.95,0,2.36,2.71,2.69,99185.57,22.86
2021-02-09 00:18:00,92,0,0.29,31.92,0,2.55,2.8,2.79,99179.5,22.85
2021-02-09 00:36:00,92,0,0.3,31.95,0,2.35,2.57,2.57,99196.23,22.85
2021-02-09 00:54:00,92,0,0.28,31.88,0,2.17,2.31,2.31,99260.19,22.85
2021-02-09 01:12:00,92,0,0.25,32.22,0,2.19,2.37,2.37,99291.74,22.84
2021-02-09 01:33:00,91,0,0.26,31.84,0,2.19,2.41,2.4,99311.94,22.84
2021-02-09 01:51:00,91,0,0.24,31.48,0,2.27,2.45,2.45,99325.78,22.86
2021-02-09 02:09:00,91,0,0.24,31.48,0,2.87,3.54,3.5,99352.23,22.85
2021-02-09 02:27:00,91,0,0.22,31.75,0,2.76,3.8,3.59,99359.42,22.83
2021-02-09 02:48:00,91,0,0.22,31.62,0,2.22,2.62,2.59,99389.33,22.82
2021-02-09 02:51:00,90,0,0.03,30.21,0,2.66,3.42,3.29,99411.09,22.92
2021-02-09 03:06:00,90,0,0.23,31.59,0,2.5,3.09,3.03,99431.41,22.81
2021-02-09 03:24:00,90,0,0.2,31.54,0,1.68,1.77,1.77,99450.8,22.8
2021-02-09 03:42:00,90,0,0.19,31.74,0,2.44,2.67,2.66,99497.42,22.79
2021-02-09 03:48:00,76,0,0,29.87,0,2.34,3.31,3.15,99507.69,22.9
2021-02-09 04:03:00,90,0,0.19,31.43,0,2.09,2.21,2.2,99524.7,22.78
2021-02-09 04:21:00,90,0,0.19,31.54,0,1.93,2.63,2.45,99564.14,22.77
2021-02-09 04:39:00,90,0,0.17,31.01,0,1.86,1.97,1.97,99573.82,22.77
2021-02-09 04:57:00,90,0,0.19,31.23,0,1.95,2.1,2.1,99608.27,22.75
2021-02-09 05:18:00,90,0,0.18,31.04,0,1.9,2.06,2.06,99626.81,22.73
2021-02-09 05:36:00,90,0,0.19,30.96,0,1.95,2.08,2.08,99626.95,22.71
2021-02-09 05:54:00,90,0,0.19,31.31,0,1.71,1.99,1.98,99669.16,22.69
2021-02-09 06:12:00,89,0,0.17,31.09,0,1.88,2.85,2.65,99694.88,22.67
2021-02-09 06:33:00,90,0,0.24,31.05,0,1.85,2.74,2.54,99755.34,22.67
2021-02-09 07:09:00,89,0,0.44,32.67,0,2.02,15.69,5.82,99800.8,23.08
2021-02-09 07:27:00,89,0,0.33,32.05,0,2.38,37.56,3.91,99820.52,23.13
2021-02-09 07:36:00,89,0,0.19,31.75,0,2,10.65,4.48,99826.32,23.15
2021-02-09 07:39:00,89,0,0.15,,0,2.39,11.64,4.24,,
2021-02-09 08:00:00,94,0,0.29,31.3,0,2.26,5.36,3.74,99838.42,23.59
2021-02-09 08:18:00,97,0,0.32,30.99,0,2.14,5.74,3.27,99868.25,24.27
2021-02-09 08:36:00,99,0,0.3,29.77,0,2.06,10.73,3.69,99887.41,24.77
2021-02-09 08:54:00,100,0,0.28,,0,2.23,10.34,3.85,,
2021-02-09 09:06:00,100,0,0.22,28.76,0,2.22,4.98,3.87,99926.03,25.42
2021-02-09 09:24:00,100,0,0.26,28.83,0,1.98,33.19,3.27,99919.41,25.67
2021-02-09 09:42:00,97,0,0.28,,0,2.44,4.04,3.79,,
2021-02-09 10:03:00,96,0,0.23,28.17,0,2.13,9.51,3.3,99915.02,26.11
2021-02-09 10:21:00,96,0,0.24,28.7,0,1.91,16.96,3.83,99916.42,25.79
2021-02-09 10:39:00,96,0,0.18,29.32,0,1.96,9.87,5.12,99907.39,25.81
2021-02-09 10:51:00,96,0,0.15,29.17,0,1.95,10.88,4.14,99892.3,25.91
2021-02-09 11:09:00,96,0,0.24,,0,2.14,22.63,6.55,,
2021-02-09 11:30:00,96,0,0.26,28.78,0,1.4,37.19,4.3,99840.38,26.53
2021-02-09 11:48:00,96,0,0.24,28.42,0,1.41,9.19,2.85,99819.38,26.69
2021-02-09 12:06:00,96,0,0.21,28.14,0,1.25,23.1,3.52,99800.55,26.71
2021-02-09 12:24:00,96,0,0.19,,0,1.12,1.8,1.72,,
2021-02-09 12:45:00,96,0,0.17,28.3,0,1.25,9.16,2.79,99774.46,26.6
2021-02-09 13:03:00,95,0,0.17,28.5,0,0.94,10.4,2.42,99750.28,26.54
